x,y,z,focusItem,time
0.003543092,0.004258696,0.2661161,Walls,00:03.860
0.002550719,0.004258693,0.2869996,Walls,00:03.869
0.002075976,0.004258695,0.2741702,Walls,00:03.881
0.001963159,0.004258696,0.2701403,Walls,00:03.892
0.001518536,0.004258696,0.2644871,Walls,00:03.903
0.001151679,0.004258697,0.2574412,Walls,00:03.914
0.000937039,0.004258698,0.2498947,Walls,00:03.925
0.0009985007,0.004258698,0.2506493,Walls,00:03.939
0.0007859971,0.004258698,0.2498386,Walls,00:03.947
0.0006543435,0.004258697,0.251464,Walls,00:03.959
0.0007246938,0.004258697,0.2522283,Walls,00:03.969
0.0005655065,0.004258697,0.2515768,Walls,00:03.981
0.002460802,0.004258697,0.2527279,Walls,00:03.992
0.002571736,0.004258697,0.2532711,Walls,00:04.003
0.003653498,0.004258696,0.2589105,Walls,00:04.014
0.006580699,0.004258695,0.2779855,Walls,00:04.214
0.009248655,0.004258693,0.2910202,Walls,00:04.236
0.002169613,0.004258698,0.2473441,Walls,00:05.481
0.001951855,0.004258698,0.2471319,Walls,00:05.491
0.002068244,0.004258698,0.2470173,Walls,00:05.503
0.001872201,0.004258698,0.2473795,Walls,00:05.515
0.00049318,0.004258699,0.2393661,Walls,00:05.525
0.001048733,0.004258698,0.2488098,Walls,00:05.703
0.0008288305,0.004258698,0.2456987,Walls,00:05.714
0.0006364807,0.004258698,0.2463781,Walls,00:05.724
0.0002856329,0.004258698,0.2467237,Walls,00:05.747
0.0003012419,0.004258698,0.246683,Walls,00:05.759
0.0005138833,0.004258698,0.246367,Walls,00:05.769
0.000548631,0.004258698,0.2466166,Walls,00:05.780
0.0005127806,0.004258698,0.2464737,Walls,00:05.791
0.0006006956,0.004258698,0.2460389,Walls,00:05.802
0.0006282944,0.004258698,0.245659,Walls,00:05.813
-0.002317313,0.004258697,0.2577263,Walls,00:05.824
0.001215702,0.004258696,0.2613397,Walls,00:05.836
-0.08833852,0.004258521,1.729999,Walls,00:05.848
0.001592543,0.004258698,0.2463342,Walls,00:05.858
-0.001582375,0.004258698,0.2475138,Walls,00:05.880
-0.002443258,0.004258624,0.8648753,Walls,00:08.878
0.008488797,0.004258675,0.4413193,Walls,00:08.889
0.006817147,0.00425867,0.4839951,Walls,00:08.902
0.03489748,0.004258591,1.149435,Walls,00:08.913
-0.004925622,0.004258656,0.5991809,Walls,00:08.923
-0.01007828,0.00425866,0.5660728,Walls,00:08.934
0.007525261,0.004258676,0.4294749,Walls,00:08.946
