x,y,z,focusItem,time
0.3744705,0.01109278,3.836255,Floor,00:13.615
0.1459693,1.047461,3.077003,Drumming Partner (Head),00:13.646
0.1204657,0.9037418,0.9927565,Drum (Right),00:13.657
0.1098979,0.8969498,0.9793613,Drum (Right),00:13.669
0.1083428,0.8886935,0.9573978,Drum (Right),00:13.680
0.09508979,0.8866528,0.958443,Drum (Right),00:13.690
0.09690743,0.8771428,0.9313292,Drum (Right),00:13.701
0.2805511,0.8338709,2.695146,Partner Drum (Right),00:13.711
0.2963417,0.6792891,2.639035,Partner Drum (Right),00:13.724
-0.05945116,0.6926231,2.658679,Partner Drum (Left),00:13.895
-0.05756283,0.6494531,2.809854,Partner Drum (Left),00:13.908
-0.06310177,0.6012604,2.848049,Partner Drum (Left),00:13.918
-0.02213758,0.8542893,0.8135703,Drum (Left),00:13.929
-0.1925003,0.9221435,0.922487,Drum (Left),00:14.084
-0.1809744,0.8997717,0.8627368,Drum (Left),00:14.096
0.1384596,0.6817035,2.639912,Partner Drum (Right),00:14.118
-0.1048815,0.8564134,0.7756418,Drum (Left),00:14.129
-0.02818491,0.8385309,0.7639182,Drum (Left),00:14.140
-0.02983508,0.8378284,0.7609675,Drum (Left),00:14.150
0.06149104,1.374188,3.077003,Drumming Partner (Head),00:14.174
-0.201331,0.6748109,2.670667,Partner Drum (Left),00:14.185
0.003159318,1.305651,3.077003,Drumming Partner (Head),00:14.196
-0.05376646,1.308764,3.077003,Drumming Partner (Head),00:14.218
-0.06418853,1.226812,3.077003,Drumming Partner (Head),00:14.228
-0.108209,1.259322,3.077003,Drumming Partner (Head),00:14.240
-0.090868,1.300331,3.077003,Drumming Partner (Head),00:14.251
-0.08335938,1.307329,3.077003,Drumming Partner (Head),00:14.263
-0.06209416,1.300738,3.077003,Drumming Partner (Head),00:14.273
-0.03720221,1.326074,3.077003,Drumming Partner (Head),00:14.285
-0.004896987,1.345976,3.077003,Drumming Partner (Head),00:14.296
-0.01738635,1.369286,3.077003,Drumming Partner (Head),00:14.307
0.05978498,1.385362,3.077003,Drumming Partner (Head),00:14.317
-0.1937711,1.303574,3.077003,Drumming Partner (Head),00:14.329
-0.1142449,0.9057825,0.9160782,Drum (Left),00:14.384
-0.1393442,0.9216948,0.949551,Drum (Left),00:14.406
-0.141519,0.9116,0.9186514,Drum (Left),00:14.417
-0.1575199,0.9072891,0.8974074,Drum (Left),00:14.440
-1.479592,0.01109302,1.779816,Floor,00:14.629
-1.508619,0.01109302,1.796669,Floor,00:14.640
-1.534263,0.01109302,1.82011,Floor,00:14.650
-1.569847,0.011093,1.913513,Floor,00:14.661
-1.579791,0.01109301,1.838912,Floor,00:14.673
-1.591847,0.01109301,1.879946,Floor,00:14.683
-1.613336,0.011093,1.922925,Floor,00:14.695
-1.557317,0.01109301,1.906034,Floor,00:14.707
-1.586729,0.011093,1.948235,Floor,00:14.717
-1.574998,0.01109299,2.064486,Floor,00:14.728
-1.582871,0.01109298,2.082052,Floor,00:14.740
-1.52675,0.01109298,2.157826,Floor,00:14.751
-1.495341,0.01109297,2.17556,Floor,00:14.762
-1.499189,0.01109297,2.184692,Floor,00:14.773
-1.627957,0.01109299,2.069162,Floor,00:14.784
-1.677339,0.01109298,2.140314,Floor,00:14.795
-1.650453,0.01109298,2.149082,Floor,00:14.807
-1.645493,0.01109298,2.126365,Floor,00:14.817
-1.667698,0.01109297,2.191949,Floor,00:14.829
-1.656827,0.01109298,2.154366,Floor,00:14.840
-1.631091,0.01109298,2.132711,Floor,00:14.850
-1.620555,0.01109298,2.134082,Floor,00:14.861
-1.631862,0.01109297,2.164621,Floor,00:14.873
-1.605591,0.01109297,2.160649,Floor,00:14.884
-1.605673,0.01109297,2.179983,Floor,00:14.896
-1.632647,0.01109297,2.231687,Floor,00:14.906
-1.626035,0.01109297,2.222291,Floor,00:14.917
-1.603936,0.01109297,2.192272,Floor,00:14.929
-1.621024,0.01109297,2.21687,Floor,00:14.940
-1.608548,0.01109297,2.19406,Floor,00:14.951
-1.622073,0.01109297,2.209796,Floor,00:14.961
-1.625731,0.01109297,2.211601,Floor,00:14.973
-1.63261,0.01109297,2.224214,Floor,00:14.984
-1.600921,0.01109297,2.220144,Floor,00:14.995
-1.566954,0.01109296,2.328701,Floor,00:15.007
-1.460694,0.01109293,2.513597,Floor,00:15.017
-0.2957888,0.9122158,0.8380837,Drum (Left),00:15.029
-0.207256,0.9052258,0.8647692,Drum (Left),00:15.039
-0.1508907,0.9011517,0.8828672,Drum (Left),00:15.050
-0.1554893,0.9049041,0.8914657,Drum (Left),00:15.062
-0.1428882,0.9069633,0.9042611,Drum (Left),00:15.073
-0.1376774,0.9019692,0.8923315,Drum (Left),00:15.085
-0.1357661,0.9032533,0.8971348,Drum (Left),00:15.096
-0.1463205,0.9001271,0.8822891,Drum (Left),00:15.106
-0.1573624,0.9037844,0.8871669,Drum (Left),00:15.117
-0.1641644,0.9015413,0.8769265,Drum (Left),00:15.128
-0.1620548,0.9015987,0.8782223,Drum (Left),00:15.140
-0.166466,0.9013187,0.8750418,Drum (Left),00:15.151
-0.1614864,0.8986954,0.869973,Drum (Left),00:15.162
-0.1545256,0.8984205,0.8728801,Drum (Left),00:15.173
-0.1476336,0.8944023,0.8647233,Drum (Left),00:15.184
-0.1387617,0.8946667,0.87024,Drum (Left),00:15.195
-0.1294707,0.8949105,0.8759194,Drum (Left),00:15.206
