Timestamp,WhichInstrumentWasHit,SyncRateBetweenPlayerAndDrummingAgent,RhythmErrorRate
0,LeftHighTom,0,0.0000000
0,RightMiddleTom,0,0.0000000
0.600008,LeftHighTom,0,0.0000000
1.462519,RightMiddleTom,0,0.0000000
2.400032,RightMiddleTom,0,0.0000000
1.55002,LeftHighTom,0,0.0000000
3.425045,LeftHighTom,0,0.0000000
3.350042,RightMiddleTom,0,0.0000000
4.375055,LeftHighTom,0,0.0000000
5.200066,RightMiddleTom,0,0.0000000
6.137577,RightMiddleTom,0,0.0000000
5.275066,LeftHighTom,0,0.0000000
7.07509,RightMiddleTom,0,0.0000000
7.16259,LeftHighTom,0,0.0000000
7.337593,RightMiddleTom,0,0.0000000
8.125103,LeftHighTom,0,0.0000000
8.962612,RightMiddleTom,0,0.0000000
9.900126,RightMiddleTom,0,0.0000000
9.012613,LeftHighTom,0,0.0000000
10.83764,RightMiddleTom,0,0.0000000
10.91264,LeftHighTom,0,0.0000000
11.05014,RightMiddleTom,0,0.0000000
11.86265,LeftHighTom,0,0.0000000
12.71266,RightMiddleTom,0,0.0000000
13.65017,RightMiddleTom,0,0.0000000
12.77516,LeftHighTom,0,0.0000000
14.67518,LeftHighTom,0,0.0000000
14.57518,RightMiddleTom,0,0.0000000
15.6127,LeftHighTom,0,0.0000000
16.46271,RightMiddleTom,0,0.0000000
17.40022,RightMiddleTom,0,0.0000000
16.52521,LeftHighTom,0,0.0000000
18.41273,LeftHighTom,0,0.0000000
18.33773,RightMiddleTom,0,0.0000000
19.33774,LeftHighTom,0,0.0000000
20.21275,RightMiddleTom,0,0.0000000
21.15027,RightMiddleTom,0,0.0000000
20.27526,LeftHighTom,0,0.0000000
22.16278,LeftHighTom,0,0.0000000
22.08778,RightMiddleTom,0,0.0000000
23.11279,LeftHighTom,0,0.0000000
23.9503,RightMiddleTom,0,0.0000000
24.88781,RightMiddleTom,0,0.0000000
25.15032,RightMiddleTom,0,0.0000000
24.0253,LeftHighTom,0,0.0000000
25.90032,LeftHighTom,0,0.0000000
25.83782,RightMiddleTom,0,0.0000000
26.86284,LeftHighTom,0,0.0000000
27.71285,RightMiddleTom,0,0.0000000
28.63786,RightMiddleTom,0,0.0000000
27.77535,LeftHighTom,0,0.0000000
29.66287,LeftHighTom,0,0.0000000
29.58787,RightMiddleTom,0,0.0000000
30.58788,LeftHighTom,0,0.0000000
31.45039,RightMiddleTom,0,0.0000000
32.40041,RightMiddleTom,0,0.0000000
32.65041,RightMiddleTom,0,0.0000000
31.53789,LeftHighTom,0,0.0000000
33.41292,LeftHighTom,0,0.0000000
33.33791,RightMiddleTom,0,0.0000000
34.36293,LeftHighTom,0,0.0000000
35.21294,RightMiddleTom,0,0.0000000
36.15045,RightMiddleTom,0,0.0000000
35.27544,LeftHighTom,0,0.0000000
37.17546,LeftHighTom,0,0.0000000
37.08797,RightMiddleTom,0,0.0000000
38.08797,LeftHighTom,0,0.0000000
38.96299,RightMiddleTom,0,0.0000000
39.9005,RightMiddleTom,0,0.0000000
39.02549,LeftHighTom,0,0.0000000
40.91301,LeftHighTom,0,0.0000000
40.83801,RightMiddleTom,0,0.0000000
41.83802,LeftHighTom,0,0.0000000
42.71303,RightMiddleTom,0,0.0000000
43.65054,RightMiddleTom,0,0.0000000
42.78803,LeftHighTom,0,0.0000000
44.68806,LeftHighTom,0,0.0000000
44.58806,RightMiddleTom,0,0.0000000
45.61307,LeftHighTom,0,0.0000000
46.46308,RightMiddleTom,0,0.0000000
47.40059,RightMiddleTom,0,0.0000000
46.52558,LeftHighTom,0,0.0000000
48.3256,RightMiddleTom,0,0.0000000
48.4006,LeftHighTom,0,0.0000000
48.55061,RightMiddleTom,0,0.0000000
49.35062,LeftHighTom,0,0.0000000
50.20062,RightMiddleTom,0,0.0000000
