Timestamp,WhichInstrumentWasHit,SyncRateBetweenPlayerAndDrummingAgent,RhythmErrorRate
0,RightMiddleTom,0,0.0000000
0,LeftHighTom,0,0.0000000
0.5350342,RightMiddleTom,0,0.0000000
1.735046,RightMiddleTom,0,0.0000000
1.435043,LeftHighTom,0,0.0000000
2.160049,RightMiddleTom,0,0.0000000
3.060059,LeftHighTom,0,0.0000000
3.785072,RightMiddleTom,0,0.0000000
4.997589,RightMiddleTom,0,0.0000000
4.672585,LeftHighTom,0,0.0000000
5.397591,RightMiddleTom,0,0.0000000
6.335106,LeftHighTom,0,0.0000000
7.022614,RightMiddleTom,0,0.0000000
8.235123,RightMiddleTom,0,0.0000000
7.947624,LeftHighTom,0,0.0000000
8.647629,RightMiddleTom,0,0.0000000
9.547646,LeftHighTom,0,0.0000000
10.26015,RightMiddleTom,0,0.0000000
11.48517,RightMiddleTom,0,0.0000000
11.18517,LeftHighTom,0,0.0000000
11.87267,RightMiddleTom,0,0.0000000
12.81018,LeftHighTom,0,0.0000000
13.49769,RightMiddleTom,0,0.0000000
14.72271,RightMiddleTom,0,0.0000000
14.4102,LeftHighTom,0,0.0000000
15.13522,RightMiddleTom,0,0.0000000
16.74773,RightMiddleTom,0,0.0000000
16.03522,LeftHighTom,0,0.0000000
16.94774,RightMiddleTom,0,0.0000000
17.97275,RightMiddleTom,0,0.0000000
17.64774,LeftHighTom,0,0.0000000
18.37275,RightMiddleTom,0,0.0000000
19.29777,LeftHighTom,0,0.0000000
19.99777,RightMiddleTom,0,0.0000000
21.21029,RightMiddleTom,0,0.0000000
20.92278,LeftHighTom,0,0.0000000
21.61029,RightMiddleTom,0,0.0000000
22.51031,LeftHighTom,0,0.0000000
23.24782,RightMiddleTom,0,0.0000000
24.46033,RightMiddleTom,0,0.0000000
24.13533,LeftHighTom,0,0.0000000
24.86034,RightMiddleTom,0,0.0000000
25.79785,LeftHighTom,0,0.0000000
26.48535,RightMiddleTom,0,0.0000000
27.68536,RightMiddleTom,0,0.0000000
27.41037,LeftHighTom,0,0.0000000
28.09787,RightMiddleTom,0,0.0000000
29.7229,RightMiddleTom,0,0.0000000
29.02289,LeftHighTom,0,0.0000000
29.9229,RightMiddleTom,0,0.0000000
30.94791,RightMiddleTom,0,0.0000000
30.6479,LeftHighTom,0,0.0000000
31.36041,RightMiddleTom,0,0.0000000
32.27292,LeftHighTom,0,0.0000000
32.97293,RightMiddleTom,0,0.0000000
34.18546,RightMiddleTom,0,0.0000000
33.87294,LeftHighTom,0,0.0000000
34.61046,RightMiddleTom,0,0.0000000
35.48546,LeftHighTom,0,0.0000000
36.21048,RightMiddleTom,0,0.0000000
37.41049,RightMiddleTom,0,0.0000000
37.11049,LeftHighTom,0,0.0000000
37.83549,RightMiddleTom,0,0.0000000
38.7355,LeftHighTom,0,0.0000000
39.46051,RightMiddleTom,0,0.0000000
40.67303,RightMiddleTom,0,0.0000000
40.38553,LeftHighTom,0,0.0000000
41.08554,RightMiddleTom,0,0.0000000
41.99805,LeftHighTom,0,0.0000000
42.68556,RightMiddleTom,0,0.0000000
43.89807,RightMiddleTom,0,0.0000000
43.61057,LeftHighTom,0,0.0000000
44.32307,RightMiddleTom,0,0.0000000
45.22308,LeftHighTom,0,0.0000000
45.94809,RightMiddleTom,0,0.0000000
47.16061,RightMiddleTom,0,0.0000000
46.86061,LeftHighTom,0,0.0000000
47.54811,RightMiddleTom,0,0.0000000
48.48563,LeftHighTom,0,0.0000000
49.18564,RightMiddleTom,0,0.0000000
50.38565,RightMiddleTom,0,0.0000000
50.08565,LeftHighTom,0,0.0000000
50.81065,RightMiddleTom,0,0.0000000
51.73567,LeftHighTom,0,0.0000000
52.42317,RightMiddleTom,0,0.0000000
53.64819,RightMiddleTom,0,0.0000000
53.32318,LeftHighTom,0,0.0000000
54.0482,RightMiddleTom,0,0.0000000
54.94821,LeftHighTom,0,0.0000000
55.67322,RightMiddleTom,0,0.0000000
56.89824,RightMiddleTom,0,0.0000000
56.59824,LeftHighTom,0,0.0000000
57.29823,RightMiddleTom,0,0.0000000
58.21075,LeftHighTom,0,0.0000000
58.91075,RightMiddleTom,0,0.0000000
60.14827,RightMiddleTom,0,0.0000000
59.84827,LeftHighTom,0,0.0000000
60.53578,RightMiddleTom,0,0.0000000
61.43579,LeftHighTom,0,0.0000000
62.1608,RightMiddleTom,0,0.0000000
63.37331,RightMiddleTom,0,0.0000000
63.09831,LeftHighTom,0,0.0000000
63.78581,RightMiddleTom,0,0.0000000
64.69833,LeftHighTom,0,0.0000000
65.39835,RightMiddleTom,0,0.0000000
66.62335,RightMiddleTom,0,0.0000000
66.32335,LeftHighTom,0,0.0000000
67.02336,RightMiddleTom,0,0.0000000
67.94836,LeftHighTom,0,0.0000000
68.64838,RightMiddleTom,0,0.0000000
69.8609,RightMiddleTom,0,0.0000000
69.54839,LeftHighTom,0,0.0000000
70.26089,RightMiddleTom,0,0.0000000
71.19841,LeftHighTom,0,0.0000000
71.88593,RightMiddleTom,0,0.0000000
73.09843,RightMiddleTom,0,0.0000000
72.82343,LeftHighTom,0,0.0000000
73.51094,RightMiddleTom,0,0.0000000
74.43594,LeftHighTom,0,0.0000000
