Timestamp,WhichInstrumentWasHit,SyncRateBetweenPlayerAndDrummingAgent,RhythmErrorRate
0,LeftHighTom,0,0.0000000
0.4750118,LeftHighTom,0,0.0000000
1.825028,LeftHighTom,0,0.0000000
3.175045,LeftHighTom,0,0.0000000
3.850054,LeftHighTom,0,0.0000000
4.525063,LeftHighTom,0,0.0000000
5.875079,LeftHighTom,0,0.0000000
7.225095,LeftHighTom,0,0.0000000
8.575112,LeftHighTom,0,0.0000000
9.92513,LeftHighTom,0,0.0000000
11.26265,LeftHighTom,0,0.0000000
12.61266,LeftHighTom,0,0.0000000
13.96268,LeftHighTom,0,0.0000000
14.63769,LeftHighTom,0,0.0000000
15.3127,LeftHighTom,0,0.0000000
16.66271,LeftHighTom,0,0.0000000
18.01273,LeftHighTom,0,0.0000000
19.33775,LeftHighTom,0,0.0000000
20.70026,LeftHighTom,0,0.0000000
22.05028,LeftHighTom,0,0.0000000
23.4003,LeftHighTom,0,0.0000000
24.75032,LeftHighTom,0,0.0000000
25.42532,LeftHighTom,0,0.0000000
26.10033,LeftHighTom,0,0.0000000
27.45035,LeftHighTom,0,0.0000000
28.80037,LeftHighTom,0,0.0000000
30.13788,LeftHighTom,0,0.0000000
31.4754,LeftHighTom,0,0.0000000
32.83792,LeftHighTom,0,0.0000000
34.17543,LeftHighTom,0,0.0000000
35.53795,LeftHighTom,0,0.0000000
36.18796,LeftHighTom,0,0.0000000
36.88797,LeftHighTom,0,0.0000000
38.23798,LeftHighTom,0,0.0000000
39.588,LeftHighTom,0,0.0000000
40.92552,LeftHighTom,0,0.0000000
42.27553,LeftHighTom,0,0.0000000
43.62555,LeftHighTom,0,0.0000000
44.97557,LeftHighTom,0,0.0000000
46.32558,LeftHighTom,0,0.0000000
47.00059,LeftHighTom,0,0.0000000
47.6756,LeftHighTom,0,0.0000000
49.02562,LeftHighTom,0,0.0000000
50.36313,LeftHighTom,0,0.0000000
51.71315,LeftHighTom,0,0.0000000
53.06317,LeftHighTom,0,0.0000000
54.41319,LeftHighTom,0,0.0000000
55.7632,LeftHighTom,0,0.0000000
57.11322,LeftHighTom,0,0.0000000
57.78823,LeftHighTom,0,0.0000000
58.46324,LeftHighTom,0,0.0000000
59.80075,LeftHighTom,0,0.0000000
61.15077,LeftHighTom,0,0.0000000
62.50078,LeftHighTom,0,0.0000000
63.8508,LeftHighTom,0,0.0000000
65.20081,LeftHighTom,0,0.0000000
66.55083,LeftHighTom,0,0.0000000
67.90085,LeftHighTom,0,0.0000000
68.57586,LeftHighTom,0,0.0000000
69.25086,LeftHighTom,0,0.0000000
70.56339,LeftHighTom,0,0.0000000
71.9384,LeftHighTom,0,0.0000000
73.28841,LeftHighTom,0,0.0000000
74.63844,LeftHighTom,0,0.0000000
75.98845,LeftHighTom,0,0.0000000
77.33846,LeftHighTom,0,0.0000000
78.68848,LeftHighTom,0,0.0000000
80.026,LeftHighTom,0,0.0000000
81.37601,LeftHighTom,0,0.0000000
82.72604,LeftHighTom,0,0.0000000
84.08855,LeftHighTom,0,0.0000000
85.42606,LeftHighTom,0,0.0000000
86.77608,LeftHighTom,0,0.0000000
88.1261,LeftHighTom,0,0.0000000
89.46362,LeftHighTom,0,0.0000000
90.13863,LeftHighTom,0,0.0000000
90.81364,LeftHighTom,0,0.0000000
92.16365,LeftHighTom,0,0.0000000
93.51366,LeftHighTom,0,0.0000000
94.86369,LeftHighTom,0,0.0000000
96.2137,LeftHighTom,0,0.0000000
97.56372,LeftHighTom,0,0.0000000
98.91373,LeftHighTom,0,0.0000000
100.2513,LeftHighTom,0,0.0000000
100.9263,LeftHighTom,0,0.0000000
101.6013,LeftHighTom,0,0.0000000
102.9513,LeftHighTom,0,0.0000000
104.3013,LeftHighTom,0,0.0000000
105.6513,LeftHighTom,0,0.0000000
107.0013,LeftHighTom,0,0.0000000
108.3389,LeftHighTom,0,0.0000000
109.6889,LeftHighTom,0,0.0000000
111.0264,LeftHighTom,0,0.0000000
111.7139,LeftHighTom,0,0.0000000
112.3889,LeftHighTom,0,0.0000000
113.7389,LeftHighTom,0,0.0000000
115.0889,LeftHighTom,0,0.0000000
116.4389,LeftHighTom,0,0.0000000
117.789,LeftHighTom,0,0.0000000
119.1265,LeftHighTom,0,0.0000000
120.4765,LeftHighTom,0,0.0000000
121.8265,LeftHighTom,0,0.0000000
122.5015,LeftHighTom,0,0.0000000
123.1765,LeftHighTom,0,0.0000000
124.5266,LeftHighTom,0,0.0000000
125.8766,LeftHighTom,0,0.0000000
127.2266,LeftHighTom,0,0.0000000
128.5766,LeftHighTom,0,0.0000000
129.9141,LeftHighTom,0,0.0000000
131.2641,LeftHighTom,0,0.0000000
132.6142,LeftHighTom,0,0.0000000
133.2892,LeftHighTom,0,0.0000000
133.9642,LeftHighTom,0,0.0000000
135.3142,LeftHighTom,0,0.0000000
136.6642,LeftHighTom,0,0.0000000
138.0142,LeftHighTom,0,0.0000000
139.3517,LeftHighTom,0,0.0000000
140.6768,LeftHighTom,0,0.0000000
142.0518,LeftHighTom,0,0.0000000
143.4018,LeftHighTom,0,0.0000000
144.0768,LeftHighTom,0,0.0000000
144.7518,LeftHighTom,0,0.0000000
146.1018,LeftHighTom,0,0.0000000
147.4518,LeftHighTom,0,0.0000000
148.7644,LeftHighTom,0,0.0000000
150.1394,LeftHighTom,0,0.0000000
151.4894,LeftHighTom,0,0.0000000
152.8394,LeftHighTom,0,0.0000000
154.1894,LeftHighTom,0,0.0000000
154.8644,LeftHighTom,0,0.0000000
155.5394,LeftHighTom,0,0.0000000
156.8895,LeftHighTom,0,0.0000000
158.2395,LeftHighTom,0,0.0000000
159.577,LeftHighTom,0,0.0000000
160.927,LeftHighTom,0,0.0000000
162.252,LeftHighTom,0,0.0000000
163.627,LeftHighTom,0,0.0000000
164.9771,LeftHighTom,0,0.0000000
165.6521,LeftHighTom,0,0.0000000
166.3271,LeftHighTom,0,0.0000000
167.6771,LeftHighTom,0,0.0000000
169.0146,LeftHighTom,0,0.0000000
170.3646,LeftHighTom,0,0.0000000
171.7146,LeftHighTom,0,0.0000000
173.0647,LeftHighTom,0,0.0000000
174.4147,LeftHighTom,0,0.0000000
175.7647,LeftHighTom,0,0.0000000
176.4397,LeftHighTom,0,0.0000000
177.1147,LeftHighTom,0,0.0000000
178.4522,LeftHighTom,0,0.0000000
179.8022,LeftHighTom,0,0.0000000
181.1398,LeftHighTom,0,0.0000000
182.5023,LeftHighTom,0,0.0000000
183.8523,LeftHighTom,0,0.0000000
185.2023,LeftHighTom,0,0.0000000
186.5523,LeftHighTom,0,0.0000000
187.2273,LeftHighTom,0,0.0000000
187.9023,LeftHighTom,0,0.0000000
189.2399,LeftHighTom,0,0.0000000
190.5899,LeftHighTom,0,0.0000000
191.9399,LeftHighTom,0,0.0000000
193.2899,LeftHighTom,0,0.0000000
194.6399,LeftHighTom,0,0.0000000
