Timestamp,WhichInstrumentWasHit,SyncRateBetweenPlayerAndDrummingAgent,RhythmErrorRate
0,RightMiddleTom,0,0.0000000
0,LeftHighTom,0,0.0000000
0.5375519,RightMiddleTom,0,0.0000000
1.825058,RightMiddleTom,0,0.0000000
0.9000549,LeftHighTom,0,0.0000000
2.162567,RightMiddleTom,0,0.0000000
2.52507,LeftHighTom,0,0.0000000
3.362579,RightMiddleTom,0,0.0000000
4.575089,RightMiddleTom,0,0.0000000
3.737579,LeftHighTom,0,0.0000000
4.987595,RightMiddleTom,0,0.0000000
5.775116,LeftHighTom,0,0.0000000
7.012619,RightMiddleTom,0,0.0000000
8.225143,RightMiddleTom,0,0.0000000
7.387634,LeftHighTom,0,0.0000000
8.63765,RightMiddleTom,0,0.0000000
9.01265,LeftHighTom,0,0.0000000
9.850159,RightMiddleTom,0,0.0000000
11.06268,RightMiddleTom,0,0.0000000
10.22516,LeftHighTom,0,0.0000000
12.2627,LeftHighTom,0,0.0000000
11.47517,RightMiddleTom,0,0.0000000
12.42519,LeftHighTom,0,0.0000000
13.50021,RightMiddleTom,0,0.0000000
14.70023,RightMiddleTom,0,0.0000000
13.86272,LeftHighTom,0,0.0000000
15.11273,RightMiddleTom,0,0.0000000
15.51273,LeftHighTom,0,0.0000000
16.32524,RightMiddleTom,0,0.0000000
17.55026,RightMiddleTom,0,0.0000000
16.71275,LeftHighTom,0,0.0000000
17.96277,RightMiddleTom,0,0.5000091
18.73778,LeftHighTom,0,0.3500071
19.65653,RightMiddleTom,0.5390453,0.5000091
20.9253,RightMiddleTom,0.5624962,0.5000091
20.10029,LeftHighTom,0.5937386,0.5000091
21.60031,RightMiddleTom,0,0.5000091
21.70031,LeftHighTom,0.5312538,0.5000091
22.82532,RightMiddleTom,0,0.5000091
24.03784,RightMiddleTom,0,0.5000091
23.20033,LeftHighTom,0,0.5000091
24.43784,RightMiddleTom,0,0.0125026
25.22536,LeftHighTom,0,0.0125026
26.42537,RightMiddleTom,1,0.2250054
27.75663,RightMiddleTom,1,0.1499994
26.91912,LeftHighTom,1,0.3750074
28.21914,RightMiddleTom,0.9218788,0.3375069
28.59415,LeftHighTom,0.9218597,0.3000064
29.40665,RightMiddleTom,1,0.3750074
30.52542,RightMiddleTom,0,0.0374980
29.83167,LeftHighTom,0.8906174,0.3500071
30.96918,RightMiddleTom,0.9765606,0.2750061
31.80667,LeftHighTom,1,0.3125066
33.0567,RightMiddleTom,1,0.3375069
34.17548,RightMiddleTom,0,0.0624983
33.46295,LeftHighTom,0.9375,0.0624983
34.48796,RightMiddleTom,1,0.5000091
34.96298,LeftHighTom,0,0.3625072
35.65048,RightMiddleTom,0.7500076,0.3750074
37.013,RightMiddleTom,0,0.0374980
36.32549,LeftHighTom,0.9062576,0.0374980
37.338,RightMiddleTom,1,0.2250054
38.26926,LeftHighTom,1,0.2500057
39.50677,RightMiddleTom,1,0.2500057
40.7318,RightMiddleTom,1,0.1499994
39.90678,LeftHighTom,1,0.3750074
41.19431,RightMiddleTom,0.9218597,0.5000091
41.59431,LeftHighTom,0.8906174,0.2875062
42.36307,RightMiddleTom,1,0.2875062
43.50058,RightMiddleTom,0,0.2875062
42.43806,LeftHighTom,0.6875229,0.2875062
43.90057,RightMiddleTom,0,0.0750034
44.68808,LeftHighTom,0,0.0750034
45.90686,RightMiddleTom,1,0.3125066
47.15063,RightMiddleTom,0,0.0249979
46.42561,LeftHighTom,0.9687424,0.3625072
47.60687,RightMiddleTom,0.96875,0.3375069
48.04439,LeftHighTom,0.9218979,0.3625072
48.88815,RightMiddleTom,0.9375,0.5000091
49.98816,RightMiddleTom,0,0.5000091
49.47566,LeftHighTom,0.4375076,0.5000091
50.72568,RightMiddleTom,0.6484222,0.0000024
51.33194,LeftHighTom,0.859375,0.0000024
52.35693,RightMiddleTom,1,0.3000064
53.6507,RightMiddleTom,0,0.0000024
52.90694,LeftHighTom,0.9843826,0.3750074
54.11322,RightMiddleTom,0.9609299,0.2750061
54.50696,LeftHighTom,1,0.3125066
55.34447,RightMiddleTom,0.9843826,0.3375069
56.47574,RightMiddleTom,0,0.0375029
55.76324,LeftHighTom,0.9375,0.0499982
56.98825,RightMiddleTom,0.9453087,0.0000024
57.59451,LeftHighTom,1,0.0125026
58.84451,RightMiddleTom,1,0.0500031
60.08203,RightMiddleTom,1,0.0000024
59.25078,LeftHighTom,1,0.0249979
60.4758,RightMiddleTom,1,0.0249979
60.84454,LeftHighTom,1,0.3125066
61.83206,RightMiddleTom,0.9843445,0.3375069
62.95084,RightMiddleTom,0,0.0499982
62.25082,LeftHighTom,0.9375,0.0249979
63.52583,RightMiddleTom,0.8541794,0.0749985
64.09459,LeftHighTom,1,0.0249979
65.2946,RightMiddleTom,1,0.0125026
66.55086,RightMiddleTom,1,0.0250028
65.70711,LeftHighTom,1,0.0250028
66.97588,RightMiddleTom,1,0.0250028
67.35712,LeftHighTom,1,0.4750087
68.40088,RightMiddleTom,0.890625,0.3000064
69.43842,RightMiddleTom,0,0.3000064
68.71965,LeftHighTom,0.9843826,0.3000064
69.85092,RightMiddleTom,0,0.3000064
70.63843,LeftHighTom,0,0.3000064
71.86343,RightMiddleTom,0,0.3000064
