x,y,z,focusItem,time
-0.7905839,1.060427,-5,Environment,00:03
0.1440986,0.6418238,-5,Environment,00:03
0.04634798,0.8007462,-5,Environment,00:03
0.06045599,0.862968,-5,Environment,00:03
0.05197169,0.8285482,-5,Environment,00:03
0.06256462,0.8432629,-5,Environment,00:03
0.02500834,0.7094318,-5,Environment,00:03
0.03164202,0.6265094,-5,Environment,00:03
0.05273054,0.6087552,-5,Environment,00:03
0.1657251,0.6212376,-5,Environment,00:03
0.1057103,0.5411454,-5,Environment,00:03
0.1484931,0.5279418,-5,Environment,00:03
0.254041,0.5386497,-5,Environment,00:03
0.3231477,0.5447786,-5,Environment,00:03
0.3717714,0.5380856,-5,Environment,00:03
0.4519692,0.5744015,-5,Environment,00:03
0.4823656,0.609522,-5,Environment,00:03
4.542233,0.6485927,-5,Environment,00:03
4.262484,0.5469474,-5,Environment,00:03
4.26487,0.5538795,-5,Environment,00:03
4.199813,0.5714793,-5,Environment,00:03
4.226329,0.4840783,-5,Environment,00:03
4.172204,0.4667757,-5,Environment,00:03
4.159966,0.4878855,-5,Environment,00:03
4.112157,0.528324,-5,Environment,00:03
3.890553,0.6029407,-5,Environment,00:03
3.796509,0.6307181,-5,Environment,00:03
3.761069,0.5778773,-5,Environment,00:03
3.70915,0.6150695,-5,Environment,00:03
3.74602,0.6497551,-5,Environment,00:03
3.657793,0.6068014,-5,Environment,00:03
3.637964,0.5775603,-5,Environment,00:03
3.712551,0.5377632,-5,Environment,00:03
3.725027,0.449095,-5,Environment,00:03
3.688092,0.5239263,-5,Environment,00:03
3.688893,0.5179408,-5,Environment,00:03
3.614848,0.5043168,-5,Environment,00:03
3.641327,0.4994507,-5,Environment,00:03
3.577466,0.4974461,-5,Environment,00:03
3.537275,0.4643464,-5,Environment,00:03
3.511538,0.4835534,-5,Environment,00:03
3.444308,0.5544856,-5,Environment,00:03
3.424826,0.5799023,-5,Environment,00:03
3.357775,0.6053581,-5,Environment,00:03
3.080966,0.7068093,-5,Environment,00:03
2.841319,0.884963,-5,Environment,00:03
2.165954,1.18459,-5,Environment,00:03
1.721105,1.190952,-5,Environment,00:03
1.601734,1.176658,-5,Environment,00:03
1.654222,1.237021,-5,Environment,00:03
1.525379,1.219406,-5,Environment,00:03
1.54566,1.221555,-5,Environment,00:04
1.501926,1.218935,-5,Environment,00:04
1.465924,1.222552,-5,Environment,00:04
1.435943,1.215225,-5,Environment,00:04
1.418721,1.186601,-5,Environment,00:04
1.366845,1.248278,-5,Environment,00:04
1.302331,1.22796,-5,Environment,00:04
1.344853,1.180151,-5,Environment,00:04
1.354728,1.201081,-5,Environment,00:04
1.371354,1.20361,-5,Environment,00:04
1.44056,1.253216,-5,Environment,00:04
1.395494,1.206462,-5,Environment,00:04
1.466312,1.27042,-5,Environment,00:04
1.442042,1.273326,-5,Environment,00:04
1.464599,1.325165,-5,Environment,00:04
1.47985,1.264453,-5,Environment,00:04
1.517362,1.250419,-5,Environment,00:04
1.500236,1.222912,-5,Environment,00:04
1.046545,1.243975,-5,Environment,00:04
0.8385658,1.174885,-5,Environment,00:04
0.6969357,1.17423,-5,Environment,00:04
0.545342,1.122089,-5,Environment,00:04
0.545227,1.13284,-5,Environment,00:04
0.4947012,1.137659,-5,Environment,00:04
0.5415058,1.159702,-5,Environment,00:04
0.4919041,1.168001,-5,Environment,00:04
0.4751171,1.178463,-5,Environment,00:04
0.4783089,1.183334,-5,Environment,00:04
0.4467547,1.175455,-5,Environment,00:04
0.4262854,1.164203,-5,Environment,00:04
0.4051746,1.231214,-5,Environment,00:04
0.4311934,1.184978,-5,Environment,00:04
0.4260375,1.142834,-5,Environment,00:04
-0.01264172,1.153333,-5,Environment,00:04
-0.4031065,1.079315,-5,Environment,00:04
-0.6514238,1.037733,-5,Environment,00:04
-1.238351,1.060688,-5,Environment,00:04
-1.457305,1.052471,-5,Environment,00:04
-1.471455,1.045,-5,Environment,00:04
-1.448893,1.025162,-5,Environment,00:04
-1.445027,1.017194,-5,Environment,00:04
-1.452718,1.009415,-5,Environment,00:04
-1.440837,1.0452,-5,Environment,00:04
-1.409694,1.007058,-5,Environment,00:04
-1.441535,1.017221,-5,Environment,00:04
-1.437258,1.015819,-5,Environment,00:04
-1.467785,1.016212,-5,Environment,00:04
-1.466908,1.03058,-5,Environment,00:04
-1.449735,1.047926,-5,Environment,00:04
-1.454163,1.020185,-5,Environment,00:04
-1.496911,1.030646,-5,Environment,00:04
-1.422603,1.04986,-5,Environment,00:04
-1.407025,1.011042,-5,Environment,00:04
-1.409966,1.022351,-5,Environment,00:04
-1.404794,1.008019,-5,Environment,00:04
-1.414123,1.037504,-5,Environment,00:04
-1.453388,1.067321,-5,Environment,00:04
-1.424067,1.089714,-5,Environment,00:04
-1.415182,1.091847,-5,Environment,00:04
-1.435764,1.076769,-5,Environment,00:04
-1.416952,1.061953,-5,Environment,00:04
-1.403013,1.045247,-5,Environment,00:04
-1.403586,1.027987,-5,Environment,00:04
-1.736005,1.340865,-5,Environment,00:04
-1.803751,1.592767,-5,Environment,00:04
-1.850788,1.752321,-5,Environment,00:04
-1.865505,1.740264,-5,Environment,00:04
-1.870926,1.749213,-5,Environment,00:04
-1.869831,1.843857,-5,Environment,00:04
-1.901234,1.808624,-5,Environment,00:04
-1.918219,1.783384,-5,Environment,00:04
-1.914339,1.798044,-5,Environment,00:04
-1.923345,1.795454,-5,Environment,00:04
-1.928857,1.792042,-5,Environment,00:04
-1.930367,1.801371,-5,Environment,00:04
-1.923243,1.812823,-5,Environment,00:04
-1.905209,1.825275,-5,Environment,00:04
-1.903262,1.819179,-5,Environment,00:04
-1.895762,1.821435,-5,Environment,00:04
-1.88042,1.84947,-5,Environment,00:04
-1.87891,1.830072,-5,Environment,00:04
-1.86594,1.79039,-5,Environment,00:04
-1.866234,1.806576,-5,Environment,00:04
-1.862903,1.819232,-5,Environment,00:04
-1.484499,2.121032,-5,Environment,00:04
-1.256176,2.31348,-5,Environment,00:04
-1.023179,2.429288,-5,Environment,00:04
-0.6001505,2.520432,-5,Environment,00:04
-0.5420811,2.521032,-5,Environment,00:04
-0.5736733,2.509822,-5,Environment,00:04
-0.5714587,2.482511,-5,Environment,00:05
-0.5262477,2.489564,-5,Environment,00:05
-0.5338479,2.445102,-5,Environment,00:05
-0.5190149,2.444145,-5,Environment,00:05
-0.5076096,2.443534,-5,Environment,00:05
-0.4354389,2.415901,-5,Environment,00:05
-0.4439479,2.395881,-5,Environment,00:05
-0.3390648,2.458957,-5,Environment,00:05
