x,y,z,focusItem,time
-0.08889566,1.32932,3.077003,Drumming Partner,00:03
-0.09955649,1.349859,3.077003,Drumming Partner,00:03
-0.1302572,0.9860334,3.077003,Drumming Partner,00:03
-0.1058902,0.8035829,2.605238,Drumming Partner,00:03
-0.1131357,0.5544913,2.605238,Drumming Partner,00:03
-0.1139764,0.5516542,2.605238,Drumming Partner,00:03
-0.2090735,0.9666329,2.671194,Drumming Partner,00:03
-0.2799203,0.9666329,3.537086,Drumming Partner,00:03
-0.2265321,0.9666329,2.761761,Drumming Partner,00:03
-0.2597867,0.9666329,3.114483,Drumming Partner,00:03
-0.2050673,0.9666329,2.73454,Drumming Partner,00:03
-0.1983521,1.012659,3.077003,Drumming Partner,00:03
-0.1725205,1.076245,3.077003,Drumming Partner,00:03
-0.168469,1.079653,3.077003,Drumming Partner,00:03
-0.1648368,1.077108,3.077003,Drumming Partner,00:03
-0.1406963,1.04981,3.077003,Drumming Partner,00:03
-0.1523469,1.026227,3.077003,Drumming Partner,00:03
-0.1599201,1.022462,3.077003,Drumming Partner,00:03
-0.1436422,1.011321,3.077003,Drumming Partner,00:03
-0.1525566,1.018101,3.077003,Drumming Partner,00:03
-0.1658664,1.010955,3.077003,Drumming Partner,00:03
-0.1864789,0.9812149,3.077003,Drumming Partner,00:03
-0.1980226,0.9857309,3.077003,Drumming Partner,00:03
-0.2077288,0.9778515,3.077003,Drumming Partner,00:03
-0.2108579,0.9760128,3.077003,Drumming Partner,00:03
-0.2125976,0.9764108,3.077003,Drumming Partner,00:03
-0.2044678,0.9827675,3.077003,Drumming Partner,00:03
-0.1768928,1.025286,3.077003,Drumming Partner,00:03
-0.1773369,1.018747,3.077003,Drumming Partner,00:03
-0.1783442,1.019337,3.077003,Drumming Partner,00:03
-0.181722,1.016563,3.077003,Drumming Partner,00:03
-0.1770317,1.018978,3.077003,Drumming Partner,00:03
-0.1754639,1.019682,3.077003,Drumming Partner,00:03
-0.1657636,1.011471,3.077003,Drumming Partner,00:04
-0.1676029,1.020967,3.077003,Drumming Partner,00:04
-0.1647135,1.013474,3.077003,Drumming Partner,00:04
-0.163112,1.016863,3.077003,Drumming Partner,00:04
-0.1719261,1.010727,3.077003,Drumming Partner,00:04
-0.1535868,1.011328,3.077003,Drumming Partner,00:04
-0.1658791,1.017293,3.077003,Drumming Partner,00:04
-0.1660915,1.021979,3.077003,Drumming Partner,00:04
-0.1712235,1.019948,3.077003,Drumming Partner,00:04
-0.1680397,1.027092,3.077003,Drumming Partner,00:04
-0.1752642,1.028828,3.077003,Drumming Partner,00:04
-0.1764411,1.028406,3.077003,Drumming Partner,00:04
-0.177733,1.027031,3.077003,Drumming Partner,00:04
-0.1831976,1.020885,3.077003,Drumming Partner,00:04
-0.18804,1.015733,3.077003,Drumming Partner,00:04
-0.190961,1.009417,3.077003,Drumming Partner,00:04
-0.1925986,1.010664,3.077003,Drumming Partner,00:04
-0.1944723,1.012597,3.077003,Drumming Partner,00:04
-0.1942267,1.015262,3.077003,Drumming Partner,00:04
-0.1932512,1.020056,3.077003,Drumming Partner,00:04
-0.1887829,1.024584,3.077003,Drumming Partner,00:04
-0.1725042,1.034093,3.077003,Drumming Partner,00:04
-0.16924,1.025028,3.077003,Drumming Partner,00:04
-0.1290584,1.06001,3.077003,Drumming Partner,00:04
-0.05300432,0.773476,2.605238,Drumming Partner,00:04
-0.001447465,0.4580228,2.605238,Drumming Partner,00:04
-0.2331513,0.8675345,2.605238,Drumming Partner,00:04
-0.2345652,0.9059266,2.605238,Drumming Partner,00:04
-0.2421171,0.8915293,2.605238,Drumming Partner,00:04
-0.2365855,0.91848,2.605238,Drumming Partner,00:04
-0.2210429,0.9257632,2.605238,Drumming Partner,00:04
-0.2159619,0.9086161,2.605238,Drumming Partner,00:04
-0.2157371,0.9078874,2.605238,Drumming Partner,00:04
-0.2103595,0.908493,2.605238,Drumming Partner,00:04
-0.2109304,0.9251718,2.605238,Drumming Partner,00:04
-0.2151791,0.9348127,2.605238,Drumming Partner,00:04
-0.2242195,0.931274,2.605238,Drumming Partner,00:04
-0.237766,0.909257,2.605238,Drumming Partner,00:04
-0.2153899,0.920865,2.605238,Drumming Partner,00:04
-0.2078651,0.9286155,2.605238,Drumming Partner,00:04
-0.197116,0.9370643,2.605238,Drumming Partner,00:04
-0.1982055,0.9344062,2.605238,Drumming Partner,00:04
-0.2075283,0.9380669,2.605238,Drumming Partner,00:04
-0.2118414,0.9294223,2.605238,Drumming Partner,00:04
-0.2108191,0.9392923,2.605238,Drumming Partner,00:04
-0.2131646,0.9438365,2.605238,Drumming Partner,00:04
-0.2081965,0.9340383,2.605238,Drumming Partner,00:04
-0.2007256,0.93458,2.605238,Drumming Partner,00:04
-0.193582,0.9356573,2.605238,Drumming Partner,00:04
-0.193075,0.9352716,2.605238,Drumming Partner,00:04
-0.1982744,0.9264569,2.605238,Drumming Partner,00:04
-0.1912546,0.9296391,2.605238,Drumming Partner,00:04
-0.1726591,0.8925806,2.605238,Drumming Partner,00:04
-0.1085504,0.8043627,2.605238,Drumming Partner,00:04
-0.08267318,0.7717129,2.605238,Drumming Partner,00:04
-0.1000553,0.7904812,2.605238,Drumming Partner,00:04
-0.1060991,0.7919716,2.605238,Drumming Partner,00:04
-0.116992,0.7991691,2.605238,Drumming Partner,00:04
-0.09206697,0.7936654,2.605238,Drumming Partner,00:04
-0.08735208,0.7925436,2.605238,Drumming Partner,00:04
-0.08375607,0.7938535,2.605238,Drumming Partner,00:04
-0.07198063,0.7917973,2.605238,Drumming Partner,00:04
-0.07342833,0.7891775,2.605238,Drumming Partner,00:04
-0.07444105,0.7928946,2.605238,Drumming Partner,00:04
-0.0788573,0.7921873,2.605238,Drumming Partner,00:04
-0.08189344,0.7938678,2.605238,Drumming Partner,00:04
-0.08510818,0.7936398,2.605238,Drumming Partner,00:04
-0.08367644,0.793797,2.605238,Drumming Partner,00:04
-0.08279037,0.7939835,2.605238,Drumming Partner,00:04
-0.08477749,0.7905042,2.605238,Drumming Partner,00:04
-0.09855804,0.7873014,2.605238,Drumming Partner,00:04
-0.08569311,0.7951218,2.605238,Drumming Partner,00:04
-0.08407773,0.7898555,2.605238,Drumming Partner,00:04
-0.08092554,0.7872517,2.605238,Drumming Partner,00:05
-0.08082291,0.7881371,2.605238,Drumming Partner,00:05
-0.07733356,0.7829518,2.605238,Drumming Partner,00:05
-0.07496825,0.7831556,2.605238,Drumming Partner,00:05
-0.08696054,0.7285845,2.605238,Drumming Partner,00:05
-0.09239303,0.7201127,2.605238,Drumming Partner,00:05
-0.07248406,0.6154903,2.605238,Drumming Partner,00:05
-0.1258239,0.7450621,2.605238,Drumming Partner,00:05
-0.06557882,0.6437241,2.605238,Drumming Partner,00:05
-0.07040367,0.6588066,2.605238,Drumming Partner,00:05
-0.06824051,0.6776764,2.605238,Drumming Partner,00:05
-0.06938863,0.6630107,2.605238,Drumming Partner,00:05
-0.06950158,0.6645194,2.605238,Drumming Partner,00:05
-0.0727202,0.6872671,2.605238,Drumming Partner,00:05
-0.06935459,0.6912891,2.605238,Drumming Partner,00:05
-0.06858525,0.6965237,2.605238,Drumming Partner,00:05
-0.0723188,0.713091,2.605238,Drumming Partner,00:05
-0.07617518,0.7134441,2.605238,Drumming Partner,00:05
-0.08103648,0.7330883,2.605238,Drumming Partner,00:05
-0.07183395,0.7254564,2.605238,Drumming Partner,00:05
-0.07159996,0.7262709,2.605238,Drumming Partner,00:05
-0.07252108,0.7254076,2.605238,Drumming Partner,00:05
-0.07264802,0.7290974,2.605238,Drumming Partner,00:05
-0.07129155,0.7311009,2.605238,Drumming Partner,00:05
-0.07074878,0.7337472,2.605238,Drumming Partner,00:05
-0.06611659,0.7494423,2.605238,Drumming Partner,00:05
-0.0961961,0.7432717,2.605238,Drumming Partner,00:05
-0.1041608,0.7446774,2.605238,Drumming Partner,00:05
-0.1238887,0.7293728,2.605238,Drumming Partner,00:05
-0.1184718,0.7330722,2.605238,Drumming Partner,00:05
-0.1166713,0.7334205,2.605238,Drumming Partner,00:05
-0.1081439,0.7413406,2.605238,Drumming Partner,00:05
-0.09372087,0.7518013,2.605238,Drumming Partner,00:05
-0.07828461,0.7652175,2.605238,Drumming Partner,00:05
-0.06902444,0.777447,2.605238,Drumming Partner,00:05
-0.068478,0.7790093,2.605238,Drumming Partner,00:05
-0.06751775,0.7817511,2.605238,Drumming Partner,00:05
-0.06786808,0.7801275,2.605238,Drumming Partner,00:05
-0.07009828,0.7772402,2.605238,Drumming Partner,00:05
-0.07294765,0.7762109,2.605238,Drumming Partner,00:05
-0.08659041,0.7590932,2.605238,Drumming Partner,00:05
-0.09054555,0.7585205,2.605238,Drumming Partner,00:05
-0.08929034,0.7583348,2.605238,Drumming Partner,00:05
-0.08628382,0.7562598,2.605238,Drumming Partner,00:05
-0.08008572,0.7608082,2.605238,Drumming Partner,00:05
-0.07842375,0.7625774,2.605238,Drumming Partner,00:05
-0.07749374,0.7563614,2.605238,Drumming Partner,00:05
-0.08788343,0.9614021,2.605238,Drumming Partner,00:05
-0.124668,0.9992397,3.077003,Drumming Partner,00:05
-0.1375049,0.9766552,3.077003,Drumming Partner,00:05
-0.1006935,0.9771928,3.077003,Drumming Partner,00:05
-0.09444962,0.9773895,3.077003,Drumming Partner,00:05
-0.08070082,0.9919512,3.077003,Drumming Partner,00:05
-0.1292154,0.9802925,3.077003,Drumming Partner,00:05
-0.1402126,0.9801009,3.077003,Drumming Partner,00:05
-0.1421727,0.9860731,3.077003,Drumming Partner,00:05
-0.1194769,0.9854161,3.077003,Drumming Partner,00:05
-0.1109547,0.9757855,3.077003,Drumming Partner,00:05
-0.111097,0.9666329,2.739916,Drumming Partner,00:05
-0.1370162,0.9666329,2.738397,Drumming Partner,00:05
-0.1016401,0.9524801,2.605238,Drumming Partner,00:05
-0.1430766,1.048342,3.077003,Drumming Partner,00:06
-0.1189134,1.005156,3.077003,Drumming Partner,00:06
-0.07772677,1.007645,3.077003,Drumming Partner,00:06
-0.08805017,1.022436,3.077003,Drumming Partner,00:06
-0.07423732,1.000209,3.077003,Drumming Partner,00:06
-0.05935659,1.030629,3.077003,Drumming Partner,00:06
-0.02963277,1.044253,3.077003,Drumming Partner,00:06
